ECRAN,RAM,POIDS,PRIX,STOCKAGESSD,STOCKAGEHDD,STOCKAGEFlash,_Acer,_Apple,_Asus,_Dell,_HP,_Lenovo,_MSI,_Toshiba,CPU_Modifier,CPU_Generation,CPU_AMD,CPU_Intel,Grapihque_AMD Graphique,Grapihque_Intel HD Graphics,Grapihque_Intel HD Graphics 400,Grapihque_Intel HD Graphics 520,Grapihque_Intel HD Graphics 530,Grapihque_Intel HD Graphics 620,Grapihque_Intel Iris,Grapihque_Nvidia  GTX,Grapihque_Nvidia  M,Grapihque_Nvidia  MX,Grapihque_Nvidia GeForce 920,_DELL,_Hp,ryzen,Grapihque_Intel HD Graphiques,Grapihque_Intel UHD Graphics 620,Grapihque_Nvidia  Quadro,Grapihque_carte graphiques intégré
15.6,8,2.0,6029.1648,256.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,1.0,5,7.0,0,1,0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,8,2.0,8529.0624,256.0,1000.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,7,7.0,0,1,0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,4,1.850000023841858,2870.7264,0.0,1000.0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,3,6.0,0,1,0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,8,2.5,6387.2064,256.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,7,7.0,0,1,0,0.0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,8,1.4800000190734863,8107.084799999999,256.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0,5,7.0,0,1,0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,8,1.899999976158142,6706.8864,128.0,1000.0,0.0,0.0,0.0,0,1.0,0.0,0,0.0,0.0,5,8.0,0,1,0,0.0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,8,1.840000033378601,7314.2784,256.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0,5,7.0,0,1,0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,4,2.0,1758.1760639999998,0.0,1000.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0,3.0,0,1,0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,8,2.0,7306.2864,256.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0,0.0,0.0,5,8.0,0,1,0,0.0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,4,2.200000047683716,1757.6006399999999,0.0,500.0,0.0,0.0,0.0,0,1.0,0.0,0,0.0,0.0,0,3.0,0,1,0,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,12,2.200000047683716,5747.8464,0.0,2000.0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,0,0.0,1,0,1,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,8,2.0999999046325684,4577.8176,0.0,1000.0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0,3,7.0,0,1,0,0.0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.9,16,1.399999976158142,13420.1664,512.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,7,8.0,0,1,0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.3,8,1.2000000476837158,10095.4944,256.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0,0.0,0.0,7,8.0,0,1,0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,16,2.4000000953674316,7218.3744,256.0,2000.0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,7,7.0,0,1,0,0.0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,2,1.440000057220459,1783.8144,0.0,0.0,32.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0,0,3.0,0,1,0,0.0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,16,1.8799999952316284,10280.653056,512.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0,0.0,0.0,7,8.0,0,1,0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.6,4,1.5,2397.6,0.0,0.0,32.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0,3.0,0,1,0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,8,1.899999976158142,4238.9568,0.0,1000.0,0.0,0.0,0.0,0,1.0,0.0,0,0.0,0.0,5,8.0,0,1,1,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,16,2.059999942779541,12962.512512,512.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0,0.0,0.0,7,7.0,0,1,0,0.0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,8,1.840000033378601,8337.2544,256.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0,7,7.0,0,1,0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.3,8,2.700000047683716,9008.5824,128.0,1000.0,0.0,0.0,0.0,0,0.0,0.0,0,1.0,0.0,7,7.0,0,1,0,0.0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,8,2.5999999046325684,11113.803071999999,256.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0,7,7.0,0,1,0,0.0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,16,2.4000000953674316,8970.2208,512.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,1.0,7,6.0,0,1,0,0.0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,8,2.0199999809265137,6207.546239999999,128.0,2000.0,0.0,0.0,0.0,0,1.0,0.0,0,0.0,0.0,7,8.0,0,1,1,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,4,2.200000047683716,2058.6752640000004,0.0,1000.0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,0,3.0,0,1,0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,8,2.6500000953674316,6387.2064,0.0,1000.0,0.0,0.0,0.0,0,1.0,0.0,0,0.0,0.0,5,7.0,0,1,0,0.0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,8,2.359999895095825,3563.6008319999996,0.0,2000.0,0.0,0.0,0.0,0,1.0,0.0,0,0.0,0.0,5,7.0,0,1,0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,8,1.3600000143051147,9123.6672,256.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0,0.0,0.0,5,7.0,0,1,0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,4,1.8600000143051147,2806.7904,0.0,500.0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0,3,6.0,0,1,0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,8,2.0,6041.951999999999,256.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,5,7.0,0,1,0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.3,6,2.799999952316284,4596.9983999999995,128.0,1000.0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,5,7.0,0,1,0,0.0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,8,1.8600000143051147,4085.5103999999997,0.0,1000.0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0,5,7.0,0,1,0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,8,2.200000047683716,3190.4064,256.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,3,6.0,0,1,0,0.0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,8,2.0399999618530273,2487.1103999999996,0.0,2000.0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0,0,3.0,0,1,0,0.0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.3,8,2.799999952316284,6937.0560000000005,128.0,1000.0,0.0,0.0,0.0,0,1.0,0.0,0,0.0,0.0,5,8.0,0,1,1,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,8,2.4000000953674316,5172.4223999999995,128.0,1000.0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,5,7.0,0,1,0,0.0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,8,2.3299999237060547,5747.8464,256.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0,0.0,0.0,7,7.0,0,1,1,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,8,1.3600000143051147,11188.8,256.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0,7,7.0,0,1,0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,12,2.259999990463257,7026.5664,512.0,2000.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,7,7.0,0,1,0,0.0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,4,2.0999999046325684,2723.6735999999996,128.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,1,0,1,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.3,16,3.25,14059.526399999999,256.0,1000.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0,0.0,1,0,1,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.3,4,2.5999999046325684,3126.4703999999997,128.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,0,0.0,1,0,1,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.3,8,1.6200000047683716,5556.102335999999,256.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0,0.0,0.0,7,8.0,0,1,0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,4,1.909999966621399,3126.406464,256.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0,0,0.0,1,0,1,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.6,4,1.590000033378601,3535.6608,128.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,0,3.0,0,1,0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,4,1.7999999523162842,1975.6224,0.0,500.0,0.0,0.0,0.0,0,1.0,0.0,0,0.0,0.0,0,3.0,0,1,0,0.0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,4,1.5,1828.5696,0.0,0.0,32.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0,3.0,0,1,0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,8,2.4000000953674316,5408.985599999999,0.0,1000.0,0.0,1.0,0.0,0,0.0,0.0,0,0.0,0.0,7,7.0,0,1,0,0.0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.3,8,3.3499999046325684,7614.7776,128.0,1000.0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0,7,7.0,0,1,0,0.0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,4,1.850000023841858,2579.8176,128.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,3,6.0,0,1,0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,8,2.299999952316284,10581.408,128.0,1000.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,7,7.0,0,1,0,0.0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,8,1.5,7026.5664,256.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,5,7.0,0,1,0,0.0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.3,16,1.100000023841858,11181.76704,512.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,7,7.0,0,1,0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,8,1.1299999952316284,14590.1952,512.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,7,7.0,0,1,0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.3,4,1.5,3510.0864,128.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,3,7.0,0,1,0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,8,2.2300000190734863,8752.838399999999,0.0,500.0,0.0,0.0,0.0,0,1.0,0.0,0,0.0,0.0,5,6.0,0,1,1,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,8,2.0,13650.336,256.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0,0.0,0.0,7,6.0,0,1,0,0.0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,16,1.4199999570846558,16041.542399999998,512.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,7,7.0,0,1,0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.3,8,3.0,6642.9504,0.0,1000.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,7,7.0,0,1,0,0.0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.3,16,3.0,10172.2176,256.0,1000.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,7,7.0,0,1,0,0.0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,12,2.200000047683716,4437.094464,0.0,1000.0,0.0,1.0,0.0,0,0.0,0.0,0,0.0,0.0,5,8.0,0,1,0,0.0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.3,8,2.700000047683716,8624.9664,256.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,1.0,0.0,7,7.0,0,1,0,0.0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,8,2.3299999237060547,4979.783232,256.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0,0.0,0.0,7,7.0,0,1,1,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,4,1.909999966621399,3190.4064,256.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0,0,0.0,1,0,1,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,8,2.0999999046325684,7861.314816,256.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,7,8.0,0,1,1,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,8,1.899999976158142,5997.1968,256.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,5,7.0,0,1,0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,8,1.7799999713897705,17339.443199999998,256.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0,0.0,0.0,7,7.0,0,1,0,0.0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,16,1.1299999952316284,16783.2,1000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,7,7.0,0,1,0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,4,2.200000047683716,1956.4415999999999,0.0,1000.0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,0,3.0,0,1,0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.3,16,2.9000000953674316,9775.8144,256.0,1000.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,7,7.0,0,1,0,0.0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,8,2.0999999046325684,7317.4752,256.0,1000.0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,5,8.0,0,1,1,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,8,2.5,5619.9744,256.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0,0.0,0.0,7,7.0,0,1,0,0.0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.3,16,2.799999952316284,14379.2064,256.0,1000.0,0.0,0.0,0.0,0,0.0,0.0,0,1.0,0.0,7,7.0,0,1,0,0.0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,8,1.100000023841858,11975.2128,512.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,7,7.0,0,1,0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.3,16,1.2000000476837158,11169.6192,512.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,1.0,7,6.0,0,1,0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,8,1.3600000143051147,10741.248,512.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0,0.0,0.0,7,7.0,0,1,0,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,4,2.200000047683716,2614.9824,0.0,500.0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,3,6.0,0,1,0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.6,2,1.149999976158142,1946.5315199999998,0.0,0.0,32.0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,0,3.0,0,1,0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,8,2.6700000762939453,12307.68,512.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,7,7.0,0,1,0,0.0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,8,1.7000000476837158,12422.764799999999,512.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,7,7.0,0,1,0,0.0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,4,2.0999999046325684,2998.5984,0.0,1000.0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0,3,6.0,0,1,1,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.3,8,1.600000023841858,5044.614336,256.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0,0.0,0.0,7,6.0,0,1,0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.3,8,1.2699999809265137,5933.260799999999,256.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,5,7.0,0,1,0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,4,2.299999952316284,3829.12704,256.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0,0.0,0.0,5,7.0,0,1,1,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.3,4,1.649999976158142,4405.1903999999995,128.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0,0.0,0.0,3,6.0,0,1,0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,8,1.4299999475479126,9590.4,256.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0,7,6.0,0,1,0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,8,2.140000104904175,3452.22432,0.0,1000.0,0.0,0.0,0.0,0,1.0,0.0,0,0.0,0.0,5,7.0,0,1,0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,8,1.75,7770.653568000001,256.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,7,8.0,0,1,1,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,16,2.0,12141.446399999999,512.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,7,7.0,0,1,0,0.0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,8,2.309999942779541,9123.6672,256.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0,7,7.0,0,1,0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,8,2.299999952316284,3816.9791999999998,0.0,1000.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,3,7.0,0,1,0,0.0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.3,16,4.420000076293945,17895.6864,256.0,1000.0,0.0,0.0,0.0,0,1.0,0.0,0,0.0,0.0,7,7.0,0,1,0,0.0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,8,2.619999885559082,7410.1824,128.0,1000.0,0.0,0.0,0.0,0,1.0,0.0,0,0.0,0.0,7,7.0,0,1,0,0.0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,8,2.0199999809265137,7304.04864,256.0,2000.0,0.0,0.0,0.0,0,1.0,0.0,0,0.0,0.0,7,8.0,0,1,1,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,8,1.600000023841858,7026.5664,256.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0,0.0,0.0,7,7.0,0,1,0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.3,12,3.3499999046325684,12780.8064,256.0,1000.0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0,7,7.0,0,1,0,0.0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.3,8,1.399999976158142,6457.536,256.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,7,7.0,0,1,0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,4,1.7000000476837158,3829.7664,128.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,3,7.0,0,1,0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,16,2.299999952316284,15632.352,512.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,7,7.0,0,1,0,0.0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,16,2.5,15657.9264,512.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,7,7.0,0,1,0,0.0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.3,8,3.200000047683716,10837.152,256.0,1000.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0,0.0,1,0,1,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,4,2.0999999046325684,2218.5791999999997,0.0,500.0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0,0,3.0,0,1,0,0.0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,24,1.3200000524520874,15229.5552,512.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,7,7.0,0,1,0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
