MARK,RAM,typeRam,CPU_Brand,CPU_Modifier,CPU_Generation,GPU,STOCKAGEHDD,STOCKAGESSD,TypeStockage,Stockage,COULEUR,POIDS,ECRAN,PRIX,RATE
Fujitsu,16go,ddr4,intel,i5,8.0, : intel® hd 620,,,,,noir,1.49,,"4,599.00 Dhs",0 out of 5
Hp,8go,ddr4,intel,i5,7.0,,,,ssd,256.0,gray,1.4,8cm,"4,299.00 Dhs",0 out of 5
Fujitsu,16go,ddr4,intel,i5,8.0, : intel® hd 620,,,,,noir,1.49,,"4,599.00 Dhs",0 out of 5
DELL,16gb,ddr4,intel,i7,12.0,carte graphique : intel iris xe graphics.,,1000.0,ssd,,noir,1,,"8,333.00 Dhs",0 out of 5
DELL,16gb,ddr4,intel,i5,13.0,carte graphique :  intel uhd graphics.,,256.0,ssd,,gris,1.613,,"11,990.00 Dhs",0 out of 5
Asus,4go,ddr4,intel,i3,10.0,,1000.0,,hdd,,grey,1.9,,"4,799.00 Dhs",0 out of 5
Lenovo,16gb,,intel,i7,11.0,carte graphique : intel® iris® xe graphics,,512.0,ssd,,noir,1.2,,"24,396.00 Dhs",0 out of 5
DELL,8go,,,,,,,,,256.0,noir,,,"2,749.00 Dhs",0 out of 5
Hp,16go,ddr4,intel,i5,8.0, : intel uhd graphics 620,,256.0,ssd,,gris,1.51,14pouce,"4,250.00 Dhs",0 out of 5
DELL,32gb,ddr4,intel,i7,12.0,carte graphique : intel iris xe graphics.,,512.0,ssd,,noir,1.22,,"18,725.00 Dhs",0 out of 5
Hp,16go,ddr4,intel,i7,8.0, : intel uhd graphics 620,,256.0,ssd,,gris,3,3pouce,"4,900.00 Dhs",0 out of 5
Hp,8go,ddr4,intel,i5,8.0, : intel uhd graphics 620,,256.0,ssd,,gris,1.51,14pouce,"3,980.00 Dhs",0 out of 5
Hp,32go,,intel,i7,7.0,,,1000.0,ssd,,gris,1.6,6cm,"4,500.00 Dhs",0 out of 5
Lenovo,8go,ddr4,intel,i5,6.0,carte graphique : intel® hd graphics 520,,256.0,ssd,,noir,1.5,"14""","2,899.00 Dhs",0 out of 5
Hp,8go,ddr4,intel,i5,8.0, : intel uhd graphics 620,,256.0,ssd,,gris,1.51,14pouce,"3,990.00 Dhs",0 out of 5
Hp,16go,ddr4,intel,i5,8.0, : intel uhd graphics 620,,256.0,ssd,,gris,1.51,14pouce,"4,250.00 Dhs",0 out of 5
Hp,32go,ddr4,intel,i7,8.0, : intel uhd graphics 620,,512.0,ssd,,gris,3,3pouce,"5,450.00 Dhs",0 out of 5
Hp,16go,ddr4,intel,i7,8.0, : intel uhd graphics 620,,256.0,ssd,,gris,3,3pouce,"4,890.00 Dhs",0 out of 5
Hp,8go,ddr4,intel,i5,6.0,contrôleur graphique : intel hd graphics 520,,240.0,ssd,,argentnoir,1.6,,"2,299.00 Dhs",3 out of 5
Hp,8go,ddr4,intel,i5,6.0,,,256.0,ssd,,gris,1.28,,"2,390.00 Dhs",2.9 out of 5
Hp,8go,ddr3,intel,i3,4.0,contrôleur graphique	intel hd graphics 4600 (intégré au processeur),,,,500.0,noiretargent,2,"14""","1,799.00 Dhs",2.7 out of 5
Hp,8go,ddr4,intel,i5,6.0,,,,,,gris,1.28,,"2,300.00 Dhs",2.9 out of 5
Hp,2,ddr4,intel,i5,6.0,nombre d'affichages pris en charge par la carte graphique intégrée	:  3,,,,7200000.0,noir,1.5,6cm,"2,560.00 Dhs",2.2 out of 5
Hp,4go,ddr3,intel,,4.0,,,,,320.0,noir,2,"14""","1,799.00 Dhs",3 out of 5
Lenovo,2gb,,intel,,3.0,,,,,500.0,,,,"2,999.00 Dhs",3.7 out of 5
DELL,4go,,intel,i5,4.0,,,,,,noir,,"6""","6,720.00 Dhs",0 out of 5
Lenovo,50,,,,,,,,,,,,,"2,799.00 Dhs",5 out of 5
Lenovo,50,,,,,,,,,,,,,"2,799.00 Dhs",5 out of 5
Asus,2go,,intel,,28.0,,,,,,blanc,,"6""","3,324.00 Dhs",0 out of 5
Lenovo,4go,,intel,i3,6.0,,,,,,,,,"4,190.00 Dhs",0 out of 5
Lenovo,50,,,,,,,,,,,,,"2,799.00 Dhs",0 out of 5
